"scientificname";"worms_id";"rank";"species";"worms_id_species";"count"
"Schackoina multispinata";1035118;"Species";"Schackoina multispinata";1035118;3
"Platonea stoechas";111756;"Species";"Platonea stoechas";111756;3
"Oncholaimus viridis";122187;"Species";"Oncholaimus viridis";122187;3
"Marphysa kinbergi";130074;"Species";"Marphysa kinbergi";130074;3
"Ecsenius pulcher";277680;"Species";"Ecsenius pulcher";277680;3
"Pleurosigma spenceri f. curvula";985104;"Forma";"Pleurosigma spenceri";626695;3
"Desmacella infundibuliformis";178880;"Species";"Desmacella infundibuliformis";178880;3
"Gnathostomula paradoxa";114737;"Species";"Gnathostomula paradoxa";114737;3
"Aponuphis ornata";130455;"Species";"Aponuphis ornata";130455;3
"Desulfurococcaceae";559443;"Family";"";;3
"Hamacantha (Vomerula) bowerbanki";737988;"Species";"Hamacantha (Vomerula) bowerbanki";737988;3
"Cocculina";137800;"Genus";"";;3
"Gomphonema kamtschaticum var. kamtschaticum";975184;"Variety";"Gomphonema kamtschaticum";180284;3
"Megabalanus coccopoma";149682;"Species";"Megabalanus coccopoma";149682;3
"Anchialina oculata";119952;"Species";"Anchialina oculata";119952;3
"Erythropsidinium extrudens";233101;"Species";"Erythropsidinium extrudens";233101;3
"Chrysalogonium deceptorium";711556;"Species";"Chrysalogonium deceptorium";711556;3
"Mitrocomella brownei";117754;"Species";"Mitrocomella brownei";117754;3
"Paratyphlotanais pectinatus";247600;"Species";"Paratyphlotanais pectinatus";247600;3
"Monstrillidae";119777;"Family";"";;3
"Chromadora kreisi";120682;"Species";"Chromadora kreisi";120682;3
"Platygyra sinensis";207486;"Species";"Platygyra sinensis";207486;3
"Frontonia marina";179272;"Species";"Frontonia marina";179272;3
"Desmeplagioecia amphorae";488719;"Species";"Desmeplagioecia amphorae";488719;3
"Gyroidinoides regularis";418003;"Species";"Gyroidinoides regularis";418003;3
"Plesiopenaeus armatus";107085;"Species";"Plesiopenaeus armatus";107085;3
"Parapodrilus psammophilus";181485;"Species";"Parapodrilus psammophilus";181485;3
"Proschizorhynchus tricingulatus";480879;"Species";"Proschizorhynchus tricingulatus";480879;3
"Xystonellopsis";416150;"Genus";"";;3
"Longibrachium atlanticum";130465;"Species";"Longibrachium atlanticum";130465;3
"Boreadinium";109523;"Genus";"";;3
"Thalassema";110357;"Genus";"";;3
"Telmatactis decora";283678;"Species";"Telmatactis decora";283678;3
"Psammobia ferroeensis";182813;"Species";"Psammobia ferroeensis";182813;3
"Stylaster erubescens britannicus";118000;"Subspecies";"Stylaster erubescens";117964;3
"Ambassis miops";277738;"Species";"Ambassis miops";277738;3
"Conus striatus";215466;"Species";"Conus striatus";215466;3
"Amphora laevissima var. laevissima";974130;"Variety";"Amphora laevissima";160703;3
"Nassarius dekkeri";457704;"Species";"Nassarius dekkeri";457704;3
"Ancorina cerebrum";133941;"Species";"Ancorina cerebrum";133941;3
"Sagartia elegans miniata";856421;"Subspecies";"Sagartia elegans";100991;3
"Aega rosacea";118828;"Species";"Aega rosacea";118828;3
"Lithophyllum nitorum";145156;"Species";"Lithophyllum nitorum";145156;3
"Siphonina tubulosa";418101;"Species";"Siphonina tubulosa";418101;3
"Epipyxis";248119;"Genus";"";;3
"Batrachoididae";125450;"Family";"";;3
"Asychis capensis";326687;"Species";"Asychis capensis";326687;3
"Plectropomus areolatus";218263;"Species";"Plectropomus areolatus";218263;3
"Paralamprops grimaldii";182249;"Species";"Paralamprops grimaldii";182249;3
"Parashiela";535714;"Genus";"";;3
"Platysquilla eusebia";136126;"Species";"Platysquilla eusebia";136126;3
"Carcharhinus amblyrhynchoides";217350;"Species";"Carcharhinus amblyrhynchoides";217350;3
"Siphonaperta dilatata";593436;"Species";"Siphonaperta dilatata";593436;3
"Coronaster briareus";178807;"Species";"Coronaster briareus";178807;3
"Amphiglena";129521;"Genus";"";;3
"Triangulus galatheae";134792;"Species";"Triangulus galatheae";134792;3
"Parellisina curvirostris";111218;"Species";"Parellisina curvirostris";111218;3
"Eurycyde hispida";134630;"Species";"Eurycyde hispida";134630;3
"Sphingobacteria";564099;"Class";"";;3
"Staurostoma mertensii";594013;"Species";"Staurostoma mertensii";594013;3
"Pontobdella";116943;"Genus";"";;3
"Navicula lyra";962860;"Species";"Navicula lyra";962860;3
"Navicula spectabilis f. spectabilis";984386;"Forma";"Navicula spectabilis";967189;3
"Euginoma cavalieri";422303;"Species";"Euginoma cavalieri";422303;3
"Cinachyrella tarentina";171317;"Species";"Cinachyrella tarentina";171317;3
"Dipturus linteus";105870;"Species";"Dipturus linteus";105870;3
"Pelagobia serrata";130220;"Species";"Pelagobia serrata";130220;3
"Cladocarpus sigma";117297;"Species";"Cladocarpus sigma";117297;3
"Microporella marsupiata";416669;"Species";"Microporella marsupiata";416669;3
"Dactylopusia vulgaris";116562;"Species";"Dactylopusia vulgaris";116562;3
"Parundella attenuata";427618;"Species";"Parundella attenuata";427618;3
"Lophocalyx pseudovalida";255092;"Species";"Lophocalyx pseudovalida";255092;3
"Hyalopomatus claparedii";130994;"Species";"Hyalopomatus claparedii";130994;3
"Herponema valiantei";145427;"Species";"Herponema valiantei";145427;3
"Multicilia";428552;"Genus";"";;3
"Sagartiogeton flexibilis";100997;"Species";"Sagartiogeton flexibilis";100997;3
"Ophiactis tyleri";243473;"Species";"Ophiactis tyleri";243473;3
"Cytheropteron excavoalatum";460963;"Species";"Cytheropteron excavoalatum";460963;3
"Lohmannosphaera adriatica";708145;"Species";"Lohmannosphaera adriatica";708145;3
"Solecurtus candidus";543533;"Species";"Solecurtus candidus";543533;3
"Actinia varians";283312;"Species";"Actinia varians";283312;3
"Moolgarda seheli";309766;"Species";"Moolgarda seheli";309766;3
"Scarus";159299;"Genus";"";;3
"Diascorhynchus serpens";143083;"Species";"Diascorhynchus serpens";143083;3
"Acromegalomma messapicum";994111;"Species";"Acromegalomma messapicum";994111;3
"Hemiramphidae";125453;"Family";"";;3
"Ferrimonas";570306;"Genus";"";;3
"Scaphodinium";109497;"Genus";"";;3
"Dorosoma cepedianum";159600;"Species";"Dorosoma cepedianum";159600;3
"Syllis fasciata";131429;"Species";"Syllis fasciata";131429;3
"Pseudechinopsyllus sindemarkae";362304;"Species";"Pseudechinopsyllus sindemarkae";362304;3
"Munidopsis aries";196022;"Species";"Munidopsis aries";196022;3
"Macrosetella oculata";237974;"Species";"Macrosetella oculata";237974;3
"Ulva simplex";234480;"Species";"Ulva simplex";234480;3
"Elicodasia mirabilis";130708;"Species";"Elicodasia mirabilis";130708;3
"Fissurina annectens";466197;"Species";"Fissurina annectens";466197;3
"Escharelloides spinulifera";346294;"Species";"Escharelloides spinulifera";346294;3
"Paralinhomoeus macquariensis";161194;"Species";"Paralinhomoeus macquariensis";161194;3
"Pseudometachromadora longilaima";121018;"Species";"Pseudometachromadora longilaima";121018;3
"Metalinhomoeus paratypicus";121667;"Species";"Metalinhomoeus paratypicus";121667;3
"Pseudogramma polyacantha";218282;"Species";"Pseudogramma polyacantha";218282;3
"Gaidropsarus ensis";126453;"Species";"Gaidropsarus ensis";126453;3
"Halosphaeria appendiculata";100390;"Species";"Halosphaeria appendiculata";100390;3
"Eunice aphroditois";130053;"Species";"Eunice aphroditois";130053;3
"Polycarpa caudata";103898;"Species";"Polycarpa caudata";103898;3
"Acidiphilium";570910;"Genus";"";;3
"Retusa robagliana";741801;"Species";"Retusa robagliana";741801;3
"Caesio varilineata";219988;"Species";"Caesio varilineata";219988;3
"Pulsellidae";2096;"Family";"";;3
"Cirsonella";138494;"Genus";"";;3
"Byblis arcticus";423202;"Species";"Byblis arcticus";423202;3
"Brisinga hirsuta";123674;"Species";"Brisinga hirsuta";123674;3
"Sphaerocystis";248169;"Genus";"";;3
"Semicytherura concentrica";128084;"Species";"Semicytherura concentrica";128084;3
"Vannella";120566;"Genus";"";;3
"Salenocidaris hastigera";414215;"Species";"Salenocidaris hastigera";414215;3
"Parapenaeus";106819;"Genus";"";;3
"Scophthalmus aquosus";158907;"Species";"Scophthalmus aquosus";158907;3
"Filoncholaimus";2580;"Genus";"";;3
"Trygaeus communis";134636;"Species";"Trygaeus communis";134636;3
"Caryophyllia smithii smithii";;"Subspecies";"Caryophyllia smithii";135144;3
"Nitzschia parvula";149606;"Species";"Nitzschia parvula";149606;3
"Heteroxenotrichula squamosa";114557;"Species";"Heteroxenotrichula squamosa";114557;3
"Phorbas perarmatus";133687;"Species";"Phorbas perarmatus";133687;3
"Epitonium semidisjunctum";139733;"Species";"Epitonium semidisjunctum";139733;3
"Dinophysiaceae";109406;"Family";"";;3
"Cribrothalammina alba";732419;"Species";"Cribrothalammina alba";732419;3
"Monachocrinus sexradiatus";124179;"Species";"Monachocrinus sexradiatus";124179;3
"Microlaimus undulatus";121101;"Species";"Microlaimus undulatus";121101;3
"Araeolaimus bioculatus";121381;"Species";"Araeolaimus bioculatus";121381;3
"Prosphaerosyllis longipapillata";195979;"Species";"Prosphaerosyllis longipapillata";195979;3
"Loeblichopsis cylindrica";113881;"Species";"Loeblichopsis cylindrica";113881;3
"Echinaster (Othilia) spinulosus";178754;"Species";"Echinaster (Othilia) spinulosus";178754;3
"Cyclopina norvegica";106529;"Species";"Cyclopina norvegica";106529;3
"Muraenidae";125431;"Family";"";;3
"Micromesistius";125735;"Genus";"";;3
"Nemanema filiforme";122029;"Species";"Nemanema filiforme";122029;3
"Caligus elongatus";135754;"Species";"Caligus elongatus";135754;3
"Roccella fuciformis";147573;"Species";"Roccella fuciformis";147573;3
"Concentrotheca laevigata";135151;"Species";"Concentrotheca laevigata";135151;3
"Larus delawarensis";148797;"Species";"Larus delawarensis";148797;3
"Linhomoeus ponticus";121720;"Species";"Linhomoeus ponticus";121720;3
"Amphibalanus";415046;"Genus";"";;3
"Heteroleibleinia infixa";146676;"Species";"Heteroleibleinia infixa";146676;3
"Urogymnus";206604;"Genus";"";;3
"Metopa boeckii";103117;"Species";"Metopa boeckii";103117;3
"Acanthuridae";125515;"Family";"";;3
"Acrocnida";236129;"Genus";"";;3
"Isozoanthus ingolfi";101049;"Species";"Isozoanthus ingolfi";101049;3
"Philine aperta";763029;"Species";"Philine aperta";763029;3
"Arthrodendron diffusum";1039548;"Species";"Arthrodendron diffusum";1039548;3
"Protolaeospira (Protolaeospira) striata";608029;"Species";"Protolaeospira (Protolaeospira) striata";608029;3
"Eustomias longibarba";127344;"Species";"Eustomias longibarba";127344;3
"Plotohelmis tenuis";129755;"Species";"Plotohelmis tenuis";129755;3
"Ammothella tubicen";134616;"Species";"Ammothella tubicen";134616;3
"Plesiothoa gigerium";111401;"Species";"Plesiothoa gigerium";111401;3
"Oxytoxum areolatum";110080;"Species";"Oxytoxum areolatum";110080;3
"Auletta sessilis";132462;"Species";"Auletta sessilis";132462;3
"Siphonolaimus weismanni";121757;"Species";"Siphonolaimus weismanni";121757;3
"Actinocyclus ehrenbergii";149283;"Species";"Actinocyclus ehrenbergii";149283;3
"Mussidae";196103;"Family";"";;3
"Bugulella gracilis";183031;"Species";"Bugulella gracilis";183031;3
"Epitonium celesti";139717;"Species";"Epitonium celesti";139717;3
"Timea stellata";134330;"Species";"Timea stellata";134330;3
"Haliclona flavescens";132799;"Species";"Haliclona flavescens";132799;3
"Acanthonotozoma dunbari";422944;"Species";"Acanthonotozoma dunbari";422944;3
"Tricoma adelpha";121164;"Species";"Tricoma adelpha";121164;3
"Amallothrix falcifer";104769;"Species";"Amallothrix falcifer";104769;3
"Mamiellaceae";17663;"Family";"";;3
"Goniada hexadentes";240577;"Species";"Goniada hexadentes";240577;3
"Cryptopontius madeirensis";361475;"Species";"Cryptopontius madeirensis";361475;3
"Chromodoris";137782;"Genus";"";;3
"Dactylerythrops gracilurus";852961;"Species";"Dactylerythrops gracilurus";852961;3
"Bellottia apoda";126654;"Species";"Bellottia apoda";126654;3
"Cladocarpus boucheti";117288;"Species";"Cladocarpus boucheti";117288;3
"Paramunnopsis oceanica";118772;"Species";"Paramunnopsis oceanica";118772;3
"Pholadoidea";14625;"Superfamily";"";;3
"Colurella halophila";148305;"Species";"Colurella halophila";148305;3
"Neochromadora izhorica";120788;"Species";"Neochromadora izhorica";120788;3
"Kupellonura flexibilis";118488;"Species";"Kupellonura flexibilis";118488;3
"Similipecten oskarssoni";478545;"Species";"Similipecten oskarssoni";478545;3
"Ocypode";106970;"Genus";"";;3
"Stenosoma acuminatum";295699;"Species";"Stenosoma acuminatum";295699;3
"Pseudione affinis";118234;"Species";"Pseudione affinis";118234;3
"Lineus acutifrons";122508;"Species";"Lineus acutifrons";122508;3
"Stelladinium";836546;"Genus";"";;3
"Distigma";178591;"Genus";"";;3
"Euchaetomeropsis merolepis";120013;"Species";"Euchaetomeropsis merolepis";120013;3
"Macellicephala violacea";130808;"Species";"Macellicephala violacea";130808;3
"Lauriea gardineri";392271;"Species";"Lauriea gardineri";392271;3
"Histocidaris purpurata";513337;"Species";"Histocidaris purpurata";513337;3
"Navicula subrostellata";590733;"Species";"Navicula subrostellata";590733;3
"Thallochrysis litoralis";615494;"Species";"Thallochrysis litoralis";615494;3
"Philippia hybrida";138773;"Species";"Philippia hybrida";138773;3
"Euchromadora gaulica";120725;"Species";"Euchromadora gaulica";120725;3
"Puellina praecox";111337;"Species";"Puellina praecox";111337;3
"Marionina spicula";137471;"Species";"Marionina spicula";137471;3
"Microlophichthys microlophus";126568;"Species";"Microlophichthys microlophus";126568;3
"Campylaspis serratipes";110556;"Species";"Campylaspis serratipes";110556;3
"Pseudodesmodora";227234;"Genus";"";;3
"Corythodinium cristatum";233753;"Species";"Corythodinium cristatum";233753;3
"Parascelus edwardsi";236602;"Species";"Parascelus edwardsi";236602;3
"Phelliactis incerta";100963;"Species";"Phelliactis incerta";100963;3
"Amphidiniopsis swedmarkii";110270;"Species";"Amphidiniopsis swedmarkii";110270;3
"Staurodesmus";577680;"Genus";"";;3
"Peasiella";203895;"Genus";"";;3
"Pteraster personatus";124150;"Species";"Pteraster personatus";124150;3
"Dinophysis meunieri";232203;"Species";"Dinophysis meunieri";232203;3
"Haloptilus fertilis";104426;"Species";"Haloptilus fertilis";104426;3
"Ammodiscus glabratus";904361;"Species";"Ammodiscus glabratus";904361;3
"Paramesacanthion oxycephalum";121911;"Species";"Paramesacanthion oxycephalum";121911;3
"Abralia (Pygmabralia) redfieldi";878674;"Species";"Abralia (Pygmabralia) redfieldi";878674;3
"Platyscelus";101807;"Genus";"";;3
"Limoidea";246153;"Superfamily";"";;3
"Cushmanidea";391235;"Genus";"";;3
"Chromadorita guidoschneideri";120746;"Species";"Chromadorita guidoschneideri";120746;3
"Leptanthura victori";118508;"Species";"Leptanthura victori";118508;3
"Subsaximicrobium";564052;"Genus";"";;3
"Poraniomorpha (Poraniomorpha) hispida hispida";125233;"Subspecies";"Poraniomorpha (Poraniomorpha) hispida";125170;3
"Batillipes acaudatus";136658;"Species";"Batillipes acaudatus";136658;3
"Archilina euglypta";152614;"Species";"Archilina euglypta";152614;3
"Methylocaldum";571345;"Genus";"";;3
"Reteporella couchii";111450;"Species";"Reteporella couchii";111450;3
"Pleurosigma longum";577901;"Species";"Pleurosigma longum";577901;3
"Bryaninops natans";219393;"Species";"Bryaninops natans";219393;3
"Racemiguembelina fructicosa";1026907;"Species";"Racemiguembelina fructicosa";1026907;3
"Aspidophryxus peltatus";146516;"Species";"Aspidophryxus peltatus";146516;3
"Acanthoica monospina";575717;"Species";"Acanthoica monospina";575717;3
"Philomedes (Philomedes)";127691;"Subgenus";"";;3
"Amphidinium ovoideum";109746;"Species";"Amphidinium ovoideum";109746;3
"Regadrella phoenix";134405;"Species";"Regadrella phoenix";134405;3
"Allantion tachyploon";118037;"Species";"Allantion tachyploon";118037;3
"Natatolana caeca";118860;"Species";"Natatolana caeca";118860;3
"Maehrenthaliella intermedia";480979;"Species";"Maehrenthaliella intermedia";480979;3
"Glochinema";227173;"Genus";"";;3
"Octolasmis nierstraszi";183302;"Species";"Octolasmis nierstraszi";183302;3
"Savillea parva";105613;"Species";"Savillea parva";105613;3
"Filicrisia";111035;"Genus";"";;3
"Sphaeroidinella dehiscens immatura";;"Subspecies";"Sphaeroidinella dehiscens";418108;3
"Beania robusta";111073;"Species";"Beania robusta";111073;3
"Sabatieria granifer";121365;"Species";"Sabatieria granifer";121365;3
"Pollia dorbignyi";138926;"Species";"Pollia dorbignyi";138926;3
"Hippomedon frigidus";102571;"Species";"Hippomedon frigidus";102571;3
"Pseudochromadora";227486;"Genus";"";;3
"Desmodora nybellini";120974;"Species";"Desmodora nybellini";120974;3
"Leucoraja lentiginosa";271564;"Species";"Leucoraja lentiginosa";271564;3
"Pedicellina hispida";111807;"Species";"Pedicellina hispida";111807;3
"Paragaleus randalli";271330;"Species";"Paragaleus randalli";271330;3
"Paraliparis copei copei";293702;"Subspecies";"Paraliparis copei";159530;3
"Boreomysis semicoeca";161369;"Species";"Boreomysis semicoeca";161369;3
"Acanthonotozoma";101443;"Genus";"";;3
"Prorocentrum fukuyoi";624457;"Species";"Prorocentrum fukuyoi";624457;3
"Haminoea orbignyana";140076;"Species";"Haminoea orbignyana";140076;3
"Scaeurgus";138270;"Genus";"";;3
"Lagocephalus inermis";219955;"Species";"Lagocephalus inermis";219955;3
"Rhopalaea";103491;"Genus";"";;3
"Saccoglossus ruber";137603;"Species";"Saccoglossus ruber";137603;3
"Pseudorhaphitoma";432540;"Genus";"";;3
"Dendrobeania fessa";111172;"Species";"Dendrobeania fessa";111172;3
"Tautogolabrus adspersus";159785;"Species";"Tautogolabrus adspersus";159785;3
"Characium marinum";144892;"Species";"Characium marinum";144892;3
"Kuma monogonophora";142658;"Species";"Kuma monogonophora";142658;3
"Actaea savignii";444019;"Species";"Actaea savignii";444019;3
"Pterothamnion polyacanthum";144684;"Species";"Pterothamnion polyacanthum";144684;3
"Leucia nivea";130803;"Species";"Leucia nivea";130803;3
"Hermanites";157649;"Genus";"";;3
"Stichodactyla haddoni";291134;"Species";"Stichodactyla haddoni";291134;3
"Geodia canaliculata";191317;"Species";"Geodia canaliculata";191317;3
"Amphilochoides";101448;"Genus";"";;3
"Mesodesmatidae";232;"Family";"";;3
"Phanopathes";267729;"Genus";"";;3
"Metoncholaimus demani";122160;"Species";"Metoncholaimus demani";122160;3
"Acentrogobius";206293;"Genus";"";;3
"Azonexus";571000;"Genus";"";;3
"Stephanauge inornata";593096;"Species";"Stephanauge inornata";593096;3
"Pseudorhombus arsius";220051;"Species";"Pseudorhombus arsius";220051;3
"Turbanella cornuta";114692;"Species";"Turbanella cornuta";114692;3
"Caesio";205824;"Genus";"";;3
"Grania postclitellochaeta";137416;"Species";"Grania postclitellochaeta";137416;3
"Parabothus budkeri";282000;"Species";"Parabothus budkeri";282000;3
"Onchidiopsis glacialis";141896;"Species";"Onchidiopsis glacialis";141896;3
"Cilunculus tubicinis";134629;"Species";"Cilunculus tubicinis";134629;3
"Hymenopenaeus";106825;"Genus";"";;3
"Cheilopogon exsiliens";126381;"Species";"Cheilopogon exsiliens";126381;3
"Decapterus macarellus";126807;"Species";"Decapterus macarellus";126807;3
"Scorpaenopsis oxycephala";277531;"Species";"Scorpaenopsis oxycephala";277531;3
"Splendrillia persica";434959;"Species";"Splendrillia persica";434959;3
"Chromadora axi";120677;"Species";"Chromadora axi";120677;3
"Ophichthinae";151821;"Subfamily";"";;3
"Palmicellaria elegans";111283;"Species";"Palmicellaria elegans";111283;3
"Phyllophoraceae";143738;"Family";"";;3
"Tubulipora hemiphragmata";111759;"Species";"Tubulipora hemiphragmata";111759;3
"Monocelis parvula";154123;"Species";"Monocelis parvula";154123;3
"Robertgurneya ilievecensis";115995;"Species";"Robertgurneya ilievecensis";115995;3
"Pseudaraeolaimus cassidaignensis";1057000;"Species";"Pseudaraeolaimus cassidaignensis";1057000;3
"Marginotruncana coronata";1036132;"Species";"Marginotruncana coronata";1036132;3
"Reteporella sparteli";111459;"Species";"Reteporella sparteli";111459;3
"Phycidae";125475;"Family";"";;3
"Tomopteris cavallii";131548;"Species";"Tomopteris cavallii";131548;3
"Brookula";196946;"Genus";"";;3
"Cottoniella filamentosa";144741;"Species";"Cottoniella filamentosa";144741;3
"Sphenella parvula";176162;"Species";"Sphenella parvula";176162;3
"Natrialba";559490;"Genus";"";;3
"Globoturborotalita anguliofficinalis";1035046;"Species";"Globoturborotalita anguliofficinalis";1035046;3
"Notophyllum";129452;"Genus";"";;3
"Ophryotrocha baccii";130014;"Species";"Ophryotrocha baccii";130014;3
"Eumida macroceros";155196;"Species";"Eumida macroceros";155196;3
"Gyrodinium herbaceum";232952;"Species";"Gyrodinium herbaceum";232952;3
"Monoplex parthenopeus";476531;"Species";"Monoplex parthenopeus";476531;3
"Alternaria maritima";100488;"Species";"Alternaria maritima";100488;3
"Benthodytes";123529;"Genus";"";;3
"Nephrocytium";578354;"Genus";"";;3
"Leuconostocaceae";571339;"Family";"";;3
"Neochromadora brevisetosa";120785;"Species";"Neochromadora brevisetosa";120785;3
"Spilophorella euxina";120800;"Species";"Spilophorella euxina";120800;3
"Paraconger notialis";271791;"Species";"Paraconger notialis";271791;3
"Prochromadorella neapolitana";120709;"Species";"Prochromadorella neapolitana";120709;3
"Buntonia";127667;"Genus";"";;3
"Bugula fastigiata";146740;"Species";"Bugula fastigiata";146740;3
"Zeauvigerina";721481;"Genus";"";;3
"Catharacta lonnbergi lonnbergi";;"Subspecies";"Catharacta lonnbergi";225764;3
"Petroneis humerosa";175573;"Species";"Petroneis humerosa";175573;3
"Lutjanus goreensis";276538;"Species";"Lutjanus goreensis";276538;3
"Cerebratulus roseus";122486;"Species";"Cerebratulus roseus";122486;3
"Histrio histrio";126533;"Species";"Histrio histrio";126533;3
"Caspiomyzon wagneri";280039;"Species";"Caspiomyzon wagneri";280039;3
"Ephippus orbis";280693;"Species";"Ephippus orbis";280693;3
"Globotruncanella petaloidea";735260;"Species";"Globotruncanella petaloidea";735260;3
"Augaptilus spinifrons";104375;"Species";"Augaptilus spinifrons";104375;3
"Diplospinus";125969;"Genus";"";;3
"Holothuria (Stauropora) fuscocinerea";210873;"Species";"Holothuria (Stauropora) fuscocinerea";210873;3
"Polymastia nivea";989153;"Species";"Polymastia nivea";989153;3
"Oxyrrhis";109486;"Genus";"";;3
"Falcidens thorensis";139117;"Species";"Falcidens thorensis";139117;3
"Parafissurina fusiformis";113231;"Species";"Parafissurina fusiformis";113231;3
"Ammotheristus helgolandicus";583277;"Species";"Ammotheristus helgolandicus";583277;3
"Hippodonta hungarica";447740;"Species";"Hippodonta hungarica";447740;3
"Puncturella";138015;"Genus";"";;3
"Microdictyon umbilicatum";145017;"Species";"Microdictyon umbilicatum";145017;3
"Ilyobacter";571294;"Genus";"";;3
"Tealia (Urticina) felina crassicornis";;"Subspecies";"Tealia (Urticina) felina";100798;3
"Temorites elongata";414053;"Species";"Temorites elongata";414053;3
"Batheulima fuscoapicata";139776;"Species";"Batheulima fuscoapicata";139776;3
"Microcoryne ocellata";144956;"Species";"Microcoryne ocellata";144956;3
"Pisinae";148431;"Subfamily";"";;3
"Capoeta";268644;"Genus";"";;3
"Microvirga";571007;"Genus";"";;3
"Bembidion aeneum";150608;"Species";"Bembidion aeneum";150608;3
"Halymenia elongata";145252;"Species";"Halymenia elongata";145252;3
"Spirulina subsalsa";660753;"Species";"Spirulina subsalsa";660753;3
"Batillipes mirus";136666;"Species";"Batillipes mirus";136666;3
"Nannastacus";110418;"Genus";"";;3
"Nassarius fenistratus";576764;"Species";"Nassarius fenistratus";576764;3
"Whiteinella paradubia";1035858;"Species";"Whiteinella paradubia";1035858;3
"Achlyonice myriamae";124721;"Species";"Achlyonice myriamae";124721;3
"Cypraeoidea";14774;"Superfamily";"";;3
"Saccocirrus major";130971;"Species";"Saccocirrus major";130971;3
"Puellina pseudoradiata";111338;"Species";"Puellina pseudoradiata";111338;3
"Phocoenobacter";570610;"Genus";"";;3
"Oocystis composita";590450;"Species";"Oocystis composita";590450;3
"Parategastes sphaericus";116501;"Species";"Parategastes sphaericus";116501;3
"Macrorhynchus croceus";155217;"Species";"Macrorhynchus croceus";155217;3
"Halobates";204105;"Genus";"";;3
"Tanabnormia cornicauda";136370;"Species";"Tanabnormia cornicauda";136370;3
"Leptolaimus alatus";121263;"Species";"Leptolaimus alatus";121263;3
"Canthigaster margaritata";219946;"Species";"Canthigaster margaritata";219946;3
"Salpingella gracilis";417232;"Species";"Salpingella gracilis";417232;3
"Eupanthalis glabra";327862;"Species";"Eupanthalis glabra";327862;3
"Lauratonema adriaticum";122255;"Species";"Lauratonema adriaticum";122255;3
"Grapsus adscensionis";241198;"Species";"Grapsus adscensionis";241198;3
"Anatoma umbilicata";141419;"Species";"Anatoma umbilicata";141419;3
"Aurantimonadaceae";565596;"Family";"";;3
"Eulalia trilineata";154124;"Species";"Eulalia trilineata";154124;3
"Munidopsis acutispina";107169;"Species";"Munidopsis acutispina";107169;3
"Lambis truncata";211091;"Species";"Lambis truncata";211091;3
"Siphonaperta lucida";597297;"Species";"Siphonaperta lucida";597297;3
"Stomatopora gingrina";237792;"Species";"Stomatopora gingrina";237792;3
"Linopherus hirsuta";333836;"Species";"Linopherus hirsuta";333836;3
"Pleurosicya prognatha";278443;"Species";"Pleurosicya prognatha";278443;3
"Dyspontius gerardius";361476;"Species";"Dyspontius gerardius";361476;3
"Leiodes ciliaris";150760;"Species";"Leiodes ciliaris";150760;3
"Oncholaimus aegypticus";122163;"Species";"Oncholaimus aegypticus";122163;3
"Prionotoleberis rex";183366;"Species";"Prionotoleberis rex";183366;3
"Sphaerodoropsis disticha";155339;"Species";"Sphaerodoropsis disticha";155339;3
"Pseudosuberites mollis";134256;"Species";"Pseudosuberites mollis";134256;3
"Araeolaimus mediterraneus";121389;"Species";"Araeolaimus mediterraneus";121389;3
"Pontinus sierra";274693;"Species";"Pontinus sierra";274693;3
"Lycenchelys alba";127097;"Species";"Lycenchelys alba";127097;3
"Berthella";138361;"Genus";"";;3
"Arabella semimaculata";333026;"Species";"Arabella semimaculata";333026;3
"Cirrifera genitoductus";425366;"Species";"Cirrifera genitoductus";425366;3
"Mobula thurstoni";217430;"Species";"Mobula thurstoni";217430;3
"Phagocata";414959;"Genus";"";;3
"Doconesthes sessilis";134412;"Species";"Doconesthes sessilis";134412;3
"Globulina minuta";466321;"Species";"Globulina minuta";466321;3
"Anisonema prosgeobium";110643;"Species";"Anisonema prosgeobium";110643;3
"Parafavella obtusangula";427609;"Species";"Parafavella obtusangula";427609;3
"Perinereis tenuisetis";130415;"Species";"Perinereis tenuisetis";130415;3
"Okenia leachii";140039;"Species";"Okenia leachii";140039;3
"Myrianida sanmartini";845991;"Species";"Myrianida sanmartini";845991;3
"Streblonema breve";145460;"Species";"Streblonema breve";145460;3
"Aplysilla arctica";190015;"Species";"Aplysilla arctica";190015;3
"Trypauchen vagina";219593;"Species";"Trypauchen vagina";219593;3
"Fabriciola berkeleyi";155153;"Species";"Fabriciola berkeleyi";155153;3
"Bellibos (Bellibos) buzwilsoni";264166;"Species";"Bellibos (Bellibos) buzwilsoni";264166;3
"Lensia asymmetrica";231570;"Species";"Lensia asymmetrica";231570;3
"Goniadella galaica";130144;"Species";"Goniadella galaica";130144;3
"Stegocephalus abyssicola";555032;"Species";"Stegocephalus abyssicola";555032;3
"Archimonocelis staresoi";152488;"Species";"Archimonocelis staresoi";152488;3
"Thylacorhynchus pyriferus";143302;"Species";"Thylacorhynchus pyriferus";143302;3
"Liloa";531576;"Genus";"";;3
"Forcepia (Forcepia) psammophila";168873;"Species";"Forcepia (Forcepia) psammophila";168873;3
"Campylaspis laticarpa";110549;"Species";"Campylaspis laticarpa";110549;3
"Kallymenia feldmannii";145263;"Species";"Kallymenia feldmannii";145263;3
"Branchiomma infarctum";130880;"Species";"Branchiomma infarctum";130880;3
