"","species","records","worms_id","rank_name"
"8719","Laonome kroyeri",150,254745,"Species"
"8720","Larus atricilla",1,159074,"Species"
"8721","Larus fuscus",14027,137142,"Species"
"8722","Larus hyperboreus",41,137145,"Species"
"8723",NA,27,129418,"Genus"
"8724","Lensia conoidea",33,135426,"Species"
"8725","Lepidophanes gaussi",1,126620,"Species"
"8726",NA,5,126122,"Genus"
"8727","Lepidorhombus boscii",4113,127145,"Species"
"8728","Leptagonus decagonus",29,127191,"Species"
"8729","Leptochilichthys agassizii",2,126722,"Species"
"8730",NA,11,146994,"Genus"
"8731","Leptoplana tremellaris",6,142827,"Species"
"8732","Leptostomias longibarba",1,127357,"Species"
"8733",NA,18,146996,"Order"
"8734","Leptostylis longimana",71,110503,"Species"
"8735",NA,9,155718,"Genus"
"8736","Leucosolenia botryoides",54,132216,"Species"
"8737",NA,107,101580,"Genus"
"8738","Leucothoe venetiarum",1,102473,"Species"
"8739","Levinsenia reducta",3,421033,"Species"
"8740",NA,1,146998,"Genus"
"8741",NA,773,138122,"Genus"
"8742",NA,2,160255,"Family"
"8743","Lineus ruber",90,122536,"Species"
"8744",NA,3,129189,"Genus"
"8745",NA,66,126160,"Genus"
"8746","Liparis agassizii",1,274499,"Species"
"8747",NA,308,144016,"Genus"
"8748","Littorina obtusata",1115,140263,"Species"
"8749",NA,1,158899,"Genus"
"8750","Lobianchia dofleini",60,158900,"Species"
"8751","Lobophyllia corymbosa",4,207391,"Species"
"8752","Lophodiodon calori",1,219974,"Species"
"8753","Lophodolos acanthognathus",11,126567,"Species"
"8754","Lophogaster spinosus",4,431217,"Species"
"8755","Lota lota",34,154388,"Species"
"8756","Lucernaria bathyphila",10,135325,"Species"
"8757","Lucinoma borealis",1964,140283,"Species"
"8758","Lumbriclymene cylindricauda",135,183242,"Species"
"8759","Lumbrinerides amoureuxi",3,130229,"Species"
"8760",NA,5,129336,"Genus"
"8761",NA,748,129337,"Genus"
"8762","Lumbrineris latreilli",1363,130248,"Species"
"8763","Lutjanus goreensis",3,276538,"Species"
"8764",NA,22,126104,"Genus"
"8765","Lycodes eudipleurostictus",2,127104,"Species"
"8766","Lycodes pallidus",3,127110,"Species"
"8767","Lycodes vahlii",1862,127118,"Species"
"8768","Lyncina carneola",2,216866,"Species"
"8769","Lysianassa caesarea",5,102604,"Species"
"8770","Lysianella petalocera",20,102617,"Species"
"8771",NA,3,129166,"Genus"
"8772","Lysippe labiata",37,129800,"Species"
"8773","Lytechinus variegatus",1,367850,"Species"
"8774","Macandrevia cranium",254,104062,"Species"
"8775","Macoma calcarea",784,141580,"Species"
"8776",NA,1,125676,"Genus"
"8777",NA,1417,205077,"Genus"
"8778","Macrosetella gracilis",17,116382,"Species"
"8779","Macrostomum pusillum",1,142770,"Species"
"8780","Madrepora oculata",634,135209,"Species"
"8781","Makaira nigricans",2,126950,"Species"
"8782",NA,518,129614,"Genus"
"8783","Malacosteus niger",115,127358,"Species"
"8784",NA,38,1837,"Class"
"8785","Margarites olivaceus",6,141822,"Species"
"8786","Maulisia mauli",13,126742,"Species"
"8787",NA,12,126197,"Genus"
"8788","Maxillicosta scabriceps",3,281535,"Species"
"8789","Mediomastus australiensis",12,955440,"Species"
"8790","Megastomia conspicua",1,416636,"Species"
"8791","Melamphaes microps",27,127268,"Species"
"8792","Melamphaes typhlops",2,127271,"Species"
"8793","Melanostomias bartonbeani",11,127359,"Species"
"8794","Melibe digitata",1,388315,"Species"
"8795","Melichthys niger",5,219881,"Species"
"8796","Melinna elisabethae",88,129805,"Species"
"8797",NA,67,101679,"Genus"
"8798","Menaethius orientalis",3,441473,"Species"
"8799","Mendicula ferruginosa",685,152905,"Species"
"8800",NA,45,115075,"Genus"
"8801",NA,2,129230,"Genus"
"8802","Mesodinium rubrum",14316,232069,"Species"
"8803","Metaconchoecia acuta",1,127802,"Species"
"8804","Metaconchoecia fowleri",4,127805,"Species"
"8805",NA,3,101720,"Genus"
"8806","Metopa quadrangula",1,555241,"Species"
"8807","Metopella longimana",3,103141,"Species"
"8808","Metridium dianthus",3721,158251,"Species"
"8809",NA,164,2366,"Genus"
"8810","Microlophichthys microlophus",2,126568,"Species"
"8811",NA,6,134533,"Genus"
"8812",NA,307,129313,"Genus"
"8813",NA,1386,115341,"Genus"
"8814","Microstoma microstoma",1,126724,"Species"
"8815","Miracia efferata",61,116383,"Species"
"8816","Mitrella scripta",32,139207,"Species"
"8817","Molpadiodemas involutus",3,529557,"Species"
"8818","Monobrachium parasitum",38,117773,"Species"
"8819","Monocorophium acherusicum",129,225814,"Species"
"8820","Monocorophium insidiosum",1442,148592,"Species"
"8821","Monoculodes packardi",84,102892,"Species"
"8822","Monoculopsis longicornis",4,102901,"Species"
"8823","Monophorus perversus",37,141720,"Species"
"8824","Mora moro",482,126497,"Species"
"8825","Motacilla alba",10,232066,"Species"
"8826","Mugil cephalus",290,126983,"Species"
"8827","Mulloidichthys martinicus",1,277991,"Species"
"8828","Mulloidichthys vanicolensis",4,218648,"Species"
"8829",NA,116,118374,"Genus"
"8830",NA,14,118263,"Family"
"8831","Munnopsis typica",52,118770,"Species"
"8832","Muraena argus",1,271896,"Species"
"8833","Musculus glacialis",6,467467,"Species"
"8834","Musculus niger",315,140474,"Species"
"8835","Mycteroperca bonaci",3,159231,"Species"
"8836",NA,111,126627,NA
"8837","Myliobatis aquila",182,105860,"Species"
"8838",NA,79,2104,"Order"
"8839","Myosotella myosotis",70,139673,"Species"
"8840","Myriochele olgae",34,329073,"Species"
"8841","Myripristis jacobus",1,159385,"Species"
"8842","Mysis oculata",14,120115,"Species"
"8843","Mystides caeca",52,130654,"Species"
"8844","Mytilus trossulus",98,140482,"Species"
"8845","Naineris quadricuspida",11,130517,"Species"
"8846","Nannobrachium cuprarium",1,158911,"Species"
"8847","Nannobrachium lineatum",2,158912,"Species"
"8848","Nanomia cara",10,135496,"Species"
"8849","Naso lituratus",1,219665,"Species"
"8850","Nemastoma canariense",1,371034,"Species"
"8851","Neoacarinina blowi",2,735146,"Species"
"8852",NA,39,129702,"Genus"
"8853","Neoamphitrite edwardsi",24,131503,"Species"
"8854",NA,9,138247,"Genus"
"8855","Neopleustes boecki",15,254659,"Species"
"8856","Neopleustes pulchellus",12,102999,"Species"
"8857","Nephtys incisa",2185,130362,"Species"
"8858","Nereis zonata",219,130407,"Species"
"8859","Nezumia sclerorhynchus",6,126475,"Species"
"8860","Nicippe tumida",160,102944,"Species"
"8861",NA,42,129357,"Genus"
"8862","Nitzschia bicapitata",74,341566,"Species"
"8863",NA,10,112233,"Genus"
"8864","Nothria conchylega",264,130467,"Species"
"8865",NA,7,147036,"Genus"
"8866",NA,2143,129220,"Genus"
"8867",NA,9,125831,"Genus"
"8868","Notoscopelus elongatus",59,158915,"Species"
"8869","Nucella lapillus",21708,140403,"Species"
"8870","Nucula proxima",1,156916,"Species"
"8871",NA,1,382247,"Order"
"8872","Oceanites oceanicus",28,137190,"Species"
"8873",NA,2,11741,"Family"
"8874","Octopus bocki",1,341953,"Species"
"8875","Odax pullus",1,281815,"Species"
"8876","Odius carinatus",20,102861,"Species"
"8877",NA,57,129660,"Genus"
"8878",NA,49,101699,"Genus"
"8879",NA,6,22610,"Family"
"8880","Oerstedia dorsalis",83,122817,"Species"
"8881",NA,2,138042,"Genus"
"8882","Oligoplites saurus",3,159645,"Species"
"8883",NA,44,11760,"Family"
"8884",NA,9,128586,"Family"
"8885","Onchidoris bilamellata",162,150457,"Species"
"8886",NA,8,101631,"Genus"
"8887","Onisimus glacialis",3,102644,"Species"
"8888","Onisimus nanseni",1,102647,"Species"
"8889",NA,7,129404,"Genus"
"8890","Onuphis eremita",17,130470,"Species"
"8891","Onychoteuthis banksii",8,140649,"Species"
"8892",NA,9,112156,"Genus"
"8893","Ophelia limacina",894,130494,"Species"
"8894","Ophelina abranchiata",228,130499,"Species"
"8895","Ophiacantha abyssicola",168,124973,"Species"
"8896",NA,229,115081,"Genus"
"8897","Ophiaster hydroideus",54,115099,"Species"
"8898","Ophiocoma pica",1,212384,"Species"
"8899",NA,41,123561,"Genus"
"8900","Ophiocten sericeum",29,124860,"Species"
"8901",NA,2,123631,"Genus"
"8902","Ophiopholis aculeata",547,125125,"Species"
"8903",NA,3164,123084,"Class"
"8904",NA,1,106786,"Family"
"8905","Oradarea longimana",1,102220,"Species"
"8906","Orbinia cuvieri",1,130521,"Species"
"8907",NA,121,112203,"Genus"
"8908",NA,68,101633,"Genus"
"8909","Orchomenella minuta",11,102690,"Species"
"8910","Orchomenella pinguis",1,102696,"Species"
"8911",NA,22,150868,"Subfamily"
"8912","Orthoconchoecia atlantica",1,127829,"Species"
"8913","Oxycirrhites typus",2,218865,"Species"
"8914","Oxytoxum milneri",13,110103,"Species"
"8915","Oxytoxum sphaeroideum",2,110116,"Species"
"8916","Oxytoxum variabile",56,233868,"Species"
"8917",NA,6,100783,"Genus"
"8918","Paelopatides grisea",15,124578,"Species"
"8919",NA,37,126079,"Genus"
"8920","Pagurus longicarpus",1,158403,"Species"
"8921","Palinurus gilchristi",1,210074,"Species"
"8922",NA,89,106789,"Family"
"8923","Pandalina brevirostris",258,107647,"Species"
"8924",NA,181,107044,"Genus"
"8925","Pandora glacialis",3,140673,"Species"
"8926","Parablennius tentacularis",21,126777,"Species"
"8927",NA,4308,104196,"Genus"
"8928","Paraclinus mexicanus",6,282028,"Species"
"8929","Paraconchoecia oblonga",1,127845,"Species"
"8930","Paraconchoecia spinifera",3,127846,"Species"
"8931","Paradoneis armata",524,130579,"Species"
"8932","Paradoneis eliasoni",84,130581,"Species"
"8933",NA,1330,196874,"Genus"
"8934","Paralabrax clathratus",3,282054,"Species"
"8935","Paralemnalia thyrsoides",1,290659,"Species"
"8936","Paralepis coregonoides",8,126361,"Species"
"8937","Paralinhomoeus lepturus",5,121734,"Species"
"8938",NA,60,2463,"Genus"
"8939",NA,1,118307,"Genus"
"8940",NA,275,129434,"Genus"
"8941","Paraphelliactis michaelsarsi",1,593085,"Species"
"8942",NA,150,291417,"Genus"
"8943",NA,6,129664,"Genus"
"8944","Parasagitta elegans",1518,105440,"Species"
"8945","Parascolopsis baranesi",1,277748,"Species"
"8946",NA,9,2449,"Genus"
"8947",NA,5,136240,"Genus"
"8948",NA,8,148687,"Superfamily"
"8949",NA,76,101401,"Family"
"8950",NA,74,101700,"Genus"
"8951","Paroediceros propinquus",11,102913,"Species"
"8952","Parougia caeca",109,130036,"Species"
"8953",NA,98,345911,"Genus"
"8954","Parvicorbicula socialis",18,105588,"Species"
"8955",NA,203,113,"Family"
"8956",NA,4,382158,"Subclass"
"8957",NA,216,129437,"Genus"
"8958",NA,275,980,"Family"
"8959","Pegusa lascaris",1215,127156,"Species"
"8960",NA,10,129329,"Genus"
"8961","Pelagobia longicirrata",2,130219,"Species"
"8962","Pelonaia corrugata",20,103894,"Species"
"8963","Pelvetia canaliculata",914,145550,"Species"
"8964","Penaeus aztecus",1,395176,"Species"
"8965","Penaeus duorarum",2,246391,"Species"
"8966","Perca flavescens",8,275313,"Species"
"8967","Perca fluviatilis",5187,151353,"Species"
"8968",NA,1,205820,"Genus"
"8969",NA,55,135252,"Genus"
"8970","Peristedion cataphractum",235,127233,"Species"
"8971","Peristernia pulchella",1,448478,"Species"
"8972",NA,9,172321,"Genus"
"8973","Petalosarsia declivis",17,110593,"Species"
"8974","Petricola lithophaga",25,140729,"Species"
"8975","Phalacroma mitra",2,232491,"Species"
"8976",NA,2,161,"Family"
"8977","Philippia hybrida",2,138773,"Species"
"8978",NA,852,129439,"Genus"
"8979","Photis longicaudata",1064,102383,"Species"
"8980","Photonectes braueri",1,127368,"Species"
"8981","Photostylus pycnopterus",2,126707,"Species"
"8982","Phoxinus phoxinus",3,154326,"Species"
"8983","Phoxocephalus holbolli",234,102989,"Species"
"8984","Phrosina semilunata",21,103273,"Species"
"8985","Phtisica marina",1390,101864,"Species"
"8986","Phycis chesteri",1,158988,"Species"
"8987",NA,12,143895,"Genus"
"8988","Phyllidia elegans",1,536617,"Species"
"8989","Phyllidia ocellata",2,536623,"Species"
"8990","Phyllidiella pustulosa",1,536574,"Species"
"8991","Phyllodictyon anastomosans",1,146242,"Species"
"8992","Phyllophora pseudoceranoides",24,145664,"Species"
"8993","Piliscus commodus",1,141899,"Species"
"8994","Pilumnus vespertilio",1,210158,"Species"
"8995",NA,79,129669,"Genus"
"8996",NA,104,129708,"Genus"
"8997","Platalea leucorodia",2,416678,"Species"
"8998",NA,6,129381,"Genus"
"8999","Platynereis dumerilii",1304,130417,"Species"
"9000","Platyscelus armatus",2,549290,"Species"
"9001",NA,375,106346,"Genus"
"9002","Pleurobranchaea meckelii",62,140818,"Species"
"9003",NA,66,146582,"Genus"
"9004",NA,24,118388,"Genus"
"9005","Pleurogonium inerme",73,118798,"Species"
"9006","Pleurogonium rubicundum",22,118801,"Species"
"9007","Pleuromamma abdominalis",1727,104637,"Species"
"9008","Pleuromamma borealis",2687,104638,"Species"
"9009","Pleuromamma robusta",2068,104642,"Species"
"9010","Pleuronectes platessa",185090,127143,"Species"
"9011","Pleurosigma directum",1,248088,"Species"
"9012","Pleurosigma elongatum",14,149503,"Species"
"9013",NA,2,101730,"Genus"
"9014",NA,50,101404,"Family"
"9015","Pleusymtes glaber",9,103020,"Species"
"9016","Plocamium cartilagineum",2465,145782,"Species"
"9017","Pocillopora damicornis",2,206953,"Species"
"9018",NA,6081,106269,"Genus"
"9019","Pogaina suecica",1,142998,"Species"
"9020","Pollichthys mauli",3,127299,"Species"
"9021","Polyacanthonotus rissoanus",45,126645,"Species"
"9022","Polyclinum aurantium",281,103674,"Species"
"9023","Polydora cornuta",3299,131143,"Species"
"9024",NA,961,129472,"Genus"
"9025","Polyipnus polli",2,127313,"Species"
"9026",NA,1075,109485,"Genus"
"9027","Polykrikos schwartzii",1820,109901,"Species"
"9028","Polymixia nobilis",8,127163,"Species"
"9029",NA,15,112254,"Genus"
"9030",NA,123,155091,"Subfamily"
"9031",NA,116,2318,"Genus"
"9032","Pontinus sierra",3,274693,"Species"
"9033",NA,76,101702,"Genus"
"9034","Poromitra capito",15,127272,"Species"
"9035","Poromya granulata",53,140843,"Species"
"9036",NA,148,148980,"Genus"
"9037",NA,487,143808,"Genus"
"9038","Porroecia parthenoda",1,127853,"Species"
"9039","Portlandia arctica",37,141987,"Species"
"9040","Potamilla neglecta",83,130954,"Species"
"9041","Praxillella praetermissa",608,130326,"Species"
"9042",NA,39,101063,"Class"
"9043","Prionace glauca",2228,105801,"Species"
"9044","Prionospio pygmaeus",1,338539,"Species"
"9045","Proaeginina norvegica",15,101866,"Species"
"9046",NA,54,129671,"Genus"
"9047","Procerodes littoralis",5,143647,"Species"
"9048","Proceroecia procera",1,127861,"Species"
"9049",NA,8,129711,"Genus"
"9050","Promethichthys prometheus",6,126866,"Species"
"9051","Propebela harpularia",4,160451,"Species"
"9052","Propebela turricula",21,160446,"Species"
"9053","Proplectella acuta",3,427577,"Species"
"9054","Prorocentrum dentatum",22,110298,"Species"
"9055","Prorocentrum micans",8526,110303,"Species"
"9056","Prorocentrum vaginulum",1,110317,"Species"
"9057","Prostheceraeus vittatus",820,142820,"Species"
"9058",NA,6,129248,"Genus"
"9059",NA,20,129272,"Genus"
"9060","Protodorvillea kefersteini",2088,130041,"Species"
"9061","Protomedeia grandimana",2,102444,"Species"
"9062","Protomyctophum arcticum",67,158917,"Species"
"9063","Protoperidinium compressum",5,233424,"Species"
"9064","Protoperidinium depressum",2074,110217,"Species"
"9065","Protoperidinium divergens",1049,110219,"Species"
"9066","Protoperidinium excentricum",3,110220,"Species"
"9067","Protoperidinium granii",673,110223,"Species"
"9068","Protoperidinium oceanicum",71,110240,"Species"
"9069","Protoperidinium pallidum",443,110244,"Species"
"9070","Protoperidinium pellucidum",1266,110245,"Species"
"9071","Protoperidinium subinerme",259,110259,"Species"
"9072","Protoperidinium thorianum",64,110260,"Species"
"9073","Protoperidinium tuba",3,232824,"Species"
"9074","Provortex tubiferus",1,143006,"Species"
"9075","Psenes pellucidus",2,126993,"Species"
"9076","Pseudochromis flavivertex",1,218331,"Species"
"9077","Pseudocuma (Stenocuma) graciloides",2,110629,"Species"
"9078",NA,24,157680,"Genus"
"9079",NA,49,119900,"Genus"
"9080","Pseudophichthys splendens",2,126290,"Species"
"9081",NA,449,129621,"Genus"
"9082","Pseudoscopelus obtusifrons",2,221508,"Species"
"9083","Pseudostichopus peripatus",12,529641,"Species"
"9084",NA,5,136246,"Genus"
"9085","Psilaster andromeda",9,123908,"Species"
"9086","Ptarmus gallus",1,218132,"Species"
"9087","Pterodroma mollis",3,137199,"Species"
"9088","Pterycombus brama",2,126785,"Species"
"9089","Ptilothamnion sphaericum",9,144690,"Species"
"9090","Puffinus gravis",3575,137201,"Species"
"9091","Puffinus griseus",392,137202,"Species"
"9092","Puffinus lherminieri",109,212633,"Species"
"9093","Puffinus puffinus",514,137203,"Species"
"9094","Pupa solidula",2,215317,"Species"
"9095",NA,2,510709,"Subfamily"
"9096",NA,8,157186,"Genus"
"9097","Pyrocystis pseudonoctiluca",117,573782,"Species"
"9098","Pyroteuthis margaritifera",25,157031,"Species"
"9099","Pyura dura",34,103849,"Species"
"9100","Quadrimaera inaequipes",11,236535,"Species"
"9101",NA,426,112040,"Genus"
"9102","Quinqueloculina agglutinans",6,466054,"Species"
"9103","Rajella fyllae",6,105894,"Species"
"9104","Ralfsia verrucosa",146,145001,"Species"
"9105","Ranella olearium",23,141115,"Species"
"9106","Regalecus glesne",1,126525,"Species"
"9107","Remora osteochir",8,126852,"Species"
"9108","Remora remora",9,126853,"Species"
"9109","Retusa obtusa",1029,141134,"Species"
"9110",NA,4,2583,"Genus"
"9111","Rhabdonella brandti",3,427513,"Species"
"9112",NA,103,101528,"Genus"
"9113","Rhachotropis aculeata",17,102224,"Species"
"9114","Rhachotropis oculata",16,102240,"Species"
"9115","Rhincalanus cornutus",26,104542,"Species"
"9116","Rhincodon typus",57,105847,"Species"
"9117","Rhinoptera bonasus",2,158544,"Species"
"9118","Rhinoptera javanica",1,217429,"Species"
"9119","Rhizoprionodon acutus",1,105802,"Species"
"9120","Rhizosolenia bergonii",235,196811,"Species"
"9121","Rhizosolenia cylindrus",5,163242,"Species"
"9122",NA,69,129363,"Genus"
"9123","Rhodine gracilior",1073,130330,"Species"
"9124","Rhodomela confervoides",159,144854,"Species"
"9125","Rhodymenia pseudopalmata",200,145855,"Species"
"9126","Rhynchomonas nasuta",4,146163,"Species"
"9127","Rimicaris chacei",44,586785,"Species"
"9128","Rissoa auriscalpium",3,141348,"Species"
"9129","Rissoa membranacea",120,141359,"Species"
"9130",NA,1,138457,"Genus"
"9131",NA,1,106913,"Genus"
"9132",NA,5,138481,"Genus"
"9133","Rouleina attrita",24,126709,"Species"
"9134","Rouleina maderensis",1,126710,"Species"
"9135","Ruditapes philippinarum",289,231750,"Species"
"9136",NA,305,129520,"Genus"
"9137",NA,1113,985,"Family"
"9138","Sabinea septemcarinata",3,107567,"Species"
"9139",NA,275,100776,"Genus"
"9140","Sagartiogeton laceratus",137,100999,"Species"
"9141","Sagartiogeton undatus",258,101002,"Species"
"9142","Salaria pavo",4,126781,"Species"
"9143",NA,127,403903,"Genus"
"9144","Salmo salar",68,127186,"Species"
"9145","Salpingella curta",33,427559,"Species"
"9146",NA,465,128722,"Genus"
"9147","Sapphirina angusta",10,129041,"Species"
"9148","Sapphirina opalina",3,129054,"Species"
"9149","Sapphirina stellata",2,129060,"Species"
"9150","Sarda sarda",57,127021,"Species"
"9151","Sardinella aurita",108,126422,"Species"
"9152","Sargocentron cornutum",2,217946,"Species"
"9153",NA,31,117070,"Genus"
"9154","Sarsia princeps",6,117487,"Species"
"9155","Sarsia tubulosa",26,117491,"Species"
"9156","Scaphocalanus echinatus",14,104793,"Species"
"9157","Scaphocalanus magnus",22,104798,"Species"
"9158","Scartella cristata",3,126782,"Species"
"9159","Scarus ghobban",1,219127,"Species"
"9160",NA,15,101650,"Genus"
"9161","Schizomavella auriculata",1,111091,"Species"
"9162","Schizophytum echinatum",15,517781,"Species"
"9163","Schroederella delicatula",11,163231,"Species"
"9164",NA,355,101810,"Genus"
"9165","Scina curvidactyla",18,421598,"Species"
"9166",NA,72,1363,"Order"
"9167","Scolecithricella abyssalis",3,104804,"Species"
"9168","Scolecithricella dentata",8,104807,"Species"
"9169","Scolecithrix bradyi",18,104820,"Species"
"9170",NA,50,129340,"Genus"
"9171","Scoletoma impatiens",391,130263,"Species"
"9172","Scoletoma tenuis",1,382375,"Species"
"9173","Scoloplos armiger",16083,130537,"Species"
"9174","Scomber japonicus",123,127022,"Species"
"9175","Scombrolabrax heterolepis",2,127030,"Species"
"9176","Scopelocheirus hopei",58,102720,"Species"
"9177","Scopelogadus beanii",127,127278,"Species"
"9178","Scorpaena loppei",107,127244,"Species"
"9179","Scottocalanus securifrons",1,104833,"Species"
"9180",NA,73,105693,"Family"
"9181","Sebastes mentella",115,127254,"Species"
"9182","Sebastes viviparus",4382,127255,"Species"
"9183","Selar crumenophthalmus",1,159646,"Species"
"9184","Selene peruviana",1,273286,"Species"
"9185","Semibalanus balanoides",2152,106210,"Species"
"9186","Semicassis undulata",1,591481,"Species"
"9187",NA,2,129579,"Genus"
"9188","Seriola fasciata",3,126817,"Species"
"9189","Seriola lalandi",1,218436,"Species"
"9190",NA,670,117234,"Genus"
"9191","Seulocia anahita",1,441392,"Species"
"9192","Simenchelys parasitica",3,126327,"Species"
"9193",NA,38,136031,"Genus"
"9194","Smaragdia purpureomaculata",1,457169,"Species"
"9195","Smaragdia viridis",8,140570,"Species"
"9196","Solariella obscura",27,141840,"Species"
"9197","Solaster endeca",254,124160,"Species"
"9198","Sousa chinensis",15,220226,"Species"
"9199","Sphacelaria rigidula",1,145902,"Species"
"9200",NA,21,129601,"Genus"
"9201","Sphaerodoropsis minuta",2,131096,"Species"
"9202","Sphaerolaimus balticus",21,121484,"Species"
"9203",NA,550,129677,"Genus"
"9204","Sphaerosyllis boeroi",1,195995,"Species"
"9205","Sphaerosyllis gravinae",1,131387,"Species"
"9206","Sphoeroides pachygaster",34,127417,"Species"
"9207","Sphoeroides spengleri",1,158935,"Species"
"9208","Sphyraena guachancho",9,159814,"Species"
"9209","Sphyraena viridensis",171,127069,"Species"
"9210",NA,96,104236,"Genus"
"9211","Spinocalanus abyssalis",4,104846,"Species"
"9212","Spio filicornis",3245,131183,"Species"
"9213",NA,50,129626,"Genus"
"9214",NA,5200,129582,"Genus"
"9215",NA,7,106994,"Genus"
"9216","Spirosigmoilina tenuis",144,466078,"Species"
"9217","Spisula elliptica",1011,140300,"Species"
"9218","Spongomorpha aeruginosa",4,144413,"Species"
"9219",NA,6,105716,"Family"
"9220","Squalogadus modificatus",1,221514,"Species"
"9221",NA,2,105782,"Genus"
"9222","Squatina dumeril",5,158525,"Species"
"9223",NA,1,136113,"Genus"
"9224","Stauroteuthis syrtensis",33,153122,"Species"
"9225","Steenstrupiella intumescens",4,417237,"Species"
"9226","Stegocephalus inflatus",49,103105,"Species"
"9227","Stenopus hispidus",5,210370,"Species"
"9228",NA,27,101770,"Genus"
"9229","Stephanolepis hispidus",11,127409,"Species"
"9230","Stercorarius longicaudus",95,137171,"Species"
"9231",NA,17069,137047,"Genus"
"9232","Sterna dougallii",11,137160,"Species"
"9233","Sterna paradisaea",1408,137165,"Species"
"9234","Sterna sandvicensis",5087,137166,"Species"
"9235","Sternoptyx pseudobscura",10,127315,"Species"
"9236",NA,207,129595,"Genus"
"9237","Stichodactyla haddoni",3,291134,"Species"
"9238","Stichopathes gravieri",2,472931,"Species"
"9239",NA,53,14355,"Order"
"9240","Stomias boa",138,158737,"Subspecies"
"9241","Stomphia coccinea",30,100854,"Species"
"9242","Streptosyllis varians",2,131401,"Species"
"9243","Strombidium conicum",57,101289,"Species"
"9244","Strombidium dalum",39,101297,"Species"
"9245",NA,14,123390,"Genus"
"9246","Strongylura incisa",1,275981,"Species"
"9247","Stylephorus chordatus",1,126526,"Species"
"9248","Stylostomum ellipse",1,142822,"Species"
"9249",NA,406,132072,"Genus"
"9250",NA,112,131723,"Genus"
"9251",NA,1,103469,"Genus"
"9252",NA,134,129679,"Genus"
"9253","Syllis cornuta",583,157583,"Species"
"9254","Syllis cruzi",6,131426,"Species"
"9255","Syllis gerundensis",14,131433,"Species"
"9256","Syllis westheidei",5,131461,"Species"
"9257","Symphurus nigrescens",122,127134,"Species"
"9258",NA,1,2564,"Genus"
"9259","Synodus intermedius",1,158759,"Species"
"9260","Synodus synodus",14,126373,"Species"
"9261",NA,186,115084,"Genus"
"9262","Syrrhoe affinis",5,103186,"Species"
"9263","Talochlamys multistriata",5,236714,"Species"
"9264","Tellina (Moerella) donacina",18,141586,"Species"
"9265",NA,1114,104241,"Genus"
"9266","Temoropia mayumbaensis",1,104881,"Species"
"9267","Tentorium semisuberites",21,134224,"Species"
"9268",NA,10,129713,"Genus"
"9269",NA,162,129717,"Genus"
"9270","Terebra amanda",1,208109,"Species"
"9271","Tetralia cinctipes",2,443857,"Species"
"9272","Tetralia rubridactyla",1,443861,"Species"
"9273",NA,26,122419,"Genus"
"9274","Textularia candeiana",5,417660,"Species"
"9275","Thalamita tenuipes",2,442924,"Species"
"9276","Thalassarche melanophris",1,343995,"Species"
"9277","Thalassiosira eccentrica",260,148922,"Species"
"9278","Thalassiothrix delicatula",13,502171,"Species"
"9279",NA,2,2527,"Genus"
"9280","Thalia democratica",60,137279,"Species"
"9281",NA,693,129249,"Genus"
"9282","Thelepus cincinnatus",395,131543,"Species"
"9283","Thenea abyssorum",1,134104,"Species"
"9284",NA,149,2469,"Genus"
"9285","Theristus acer",3,121601,"Species"
"9286","Theristus flevensis",34,121611,"Species"
"9287","Theristus longus",2,121622,"Species"
"9288","Thracia myopsis",7,141648,"Species"
"9289","Thunnus albacares",449,127027,"Species"
"9290","Thyasira gouldi",45,141663,"Species"
"9291","Thysanoessa raschii",132,110711,"Species"
"9292","Tiaramedon spinosum",2,442389,"Species"
"9293","Tinca tinca",179,154343,"Species"
"9294","Tintinnopsis acuminata",2,163915,"Species"
"9295","Tintinnopsis beroidea",20,163782,"Species"
"9296","Tintinnopsis campanula",37,163913,"Species"
"9297","Tintinnopsis minuta",33,232076,"Species"
"9298","Tintinnopsis nucula",3,232077,"Species"
"9299","Tintinnopsis rotundata",3,427431,"Species"
"9300","Tintinnopsis tubulosa",70,391617,"Species"
"9301",NA,5,115484,"Genus"
"9302",NA,60,101658,"Genus"
"9303","Tmetonyx caeculus",1,102735,"Species"
"9304",NA,17,138090,"Genus"
"9305","Tonicella marmorea",59,140151,"Species"
"9306","Torpedo nobiliana",2,157868,"Species"
"9307",NA,13,126094,"Genus"
"9308","Trachyrincus murrayi",2,126481,"Species"
"9309","Triadinium polyedricum",197,196828,"Species"
"9310",NA,10,110868,"Genus"
"9311",NA,133,2379,"Genus"
"9312",NA,1,128691,"Genus"
"9313","Tridacna squamosa",1,207674,"Species"
"9314",NA,17,103461,"Genus"
"9315","Trigonolampa miriceps",1,127377,"Species"
"9316","Trisopterus luscus",11843,126445,"Species"
"9317","Trisopterus minutus",56913,126446,"Species"
"9318",NA,88,149518,"Genus"
"9319",NA,133,129681,"Genus"
"9320",NA,52,101661,"Genus"
"9321","Tryphosella schneideri",15,102772,"Species"
"9322",NA,305,137393,"Genus"
"9323",NA,785,122388,"Genus"
"9324",NA,182,111054,"Genus"
"9325",NA,6,110814,"Family"
"9326",NA,526,146420,"Subphylum"
"9327",NA,2,503,"Family"
"9328",NA,41,127,"Family"
"9329",NA,30,136256,"Genus"
"9330","Ulva clathrata",164,156078,"Species"
"9331","Ulva intestinalis",495,234471,"Species"
